stair.thisTrialN,stair.stepSize,stair.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,tilt,key_resp.corr,stair.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
23,0.5,1.5,35.59497589999228,,35.56288380001206,35.59497589999228,36.09327640000265,36.09327640000265,36.1264499000099,36.4260448999994,36.97445519999019,left,-1.5,1,1,0.8477058999997098,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
24,0.5,1.5,36.9929628999962,,36.974838099995395,36.9929628999962,37.49167379998835,37.49167379998835,37.52439780000714,37.824175399990054,38.40644069999689,left,-1.5,1,1,0.9051941999932751,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
25,0.5,1.5,38.42284819998895,,38.40683649998391,38.42284819998895,38.923253399989335,38.923253399989335,38.95435039998847,39.27139629999874,39.7196544999897,right,1.5,1,1,0.7770989000273403,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
26,0.5,1.0,39.737586400005966,,39.72007929999381,39.737586400005966,40.236605199985206,40.236605199985206,40.27006889999029,40.56939190000412,41.151449400000274,left,-1.0,0,0,0.9029073999845423,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
27,0.5,1.5,41.168265099986456,,41.15182460000506,41.168265099986456,41.66849829998682,41.66849829998682,41.70082219998585,42.00047940001241,42.61563149999711,left,-1.5,0,0,0.9413122000114527,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
28,0.5,2.0,42.63267990000895,,42.61603800000739,42.63267990000895,43.13194890000159,43.13194890000159,43.16529080001055,43.464956799987704,44.046159399993485,left,-2.0,0,0,0.9063448999950197,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
29,0.5,2.5,44.06403229999705,,44.04646899999352,44.06403229999705,44.563143899984425,44.563143899984425,44.59686079999665,44.89567329999409,45.34290119999787,right,2.5,1,1,0.7503510999958962,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
30,0.5,2.5,45.36166950000916,,45.343243499984965,45.36166950000916,45.86096120000002,45.86096120000002,45.89421199998469,46.19375959999161,46.74360759998672,right,2.5,1,1,0.8756837999972049,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
31,0.5,2.5,46.75971290000598,,46.74401610001223,46.75971290000598,47.292745399987325,47.292745399987325,47.292745399987325,47.62466349999886,48.24065719998907,left,-2.5,1,1,0.912264700018568,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
32,0.5,2.0,48.25705640000524,,48.24108969999361,48.25705640000524,48.774462300003506,48.774462300003506,48.774462300003506,49.07343069999479,50.717879300005734,left,-2.0,1,1,1.9171032999875024,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
33,0.5,2.0,50.73674279998522,,50.71828490000917,50.73674279998522,51.2358324000088,51.2358324000088,51.26908430000185,51.56879509999999,52.184391799994046,right,2.0,1,1,0.935689200006891,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
34,0.5,2.0,52.20166289998451,,52.18479699999443,52.20166289998451,52.73319969998556,52.73319969998556,52.73319969998556,53.066347499989206,53.581349099986255,right,2.0,1,1,0.8398070999828633,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
35,0.5,1.5,53.59847880000598,,53.58162439998705,53.59847880000598,54.09778899999219,54.09778899999219,54.13086090001161,54.43052860000171,55.010264000011375,right,1.5,1,1,0.8865784000081476,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
36,0.5,1.5,55.02957849999075,,55.01055050001014,55.02957849999075,55.53136170000653,55.53136170000653,55.56220630000462,55.861438299994916,56.60990630000015,right,1.5,1,1,1.0497875000000931,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
37,0.5,1.5,56.627072100003716,,56.610287199990125,56.627072100003716,57.126389599987306,57.126389599987306,57.15954769999371,57.45881039998494,57.97396289999597,left,-1.5,1,1,0.8357007000013255,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
38,0.5,1.0,57.99111040000571,,57.974283699993975,57.99111040000571,58.49099190000561,58.49099190000561,58.52422469999874,58.82351379998727,59.43760929998825,right,1.0,1,1,0.9340035999775864,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
39,0.5,1.0,59.45568099999218,,59.43798260000767,59.45568099999218,59.955060500011314,59.955060500011314,59.98827549998532,60.28810850001173,60.868860799993854,left,-1.0,1,1,0.9041843000159133,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
40,0.5,1.0,60.88684900000226,,60.86915710000903,60.88684900000226,61.386524800007464,61.386524800007464,61.41969720000634,61.718671899987385,62.103873999993084,right,1.0,0,0,0.6848961999930907,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
41,0.5,1.5,62.118097300000954,,62.104481799993664,62.118097300000954,62.65102699998533,62.65102699998533,62.65102699998533,62.983192399988184,63.232070800004294,left,-1.5,1,1,0.5573675000050571,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
42,0.5,1.5,63.24968629999785,,63.23233130000881,63.24968629999785,63.74981750000734,63.74981750000734,63.782194600004004,64.08156650001183,64.46306680000271,left,-1.5,1,1,0.6973790999909397,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
43,0.5,1.5,64.48103389999596,,64.46331270001247,64.48103389999596,64.98030100000324,64.98030100000324,65.01358199998504,65.3137274000037,65.66015119999065,left,-1.5,0,0,0.6527414000011049,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
44,0.5,2.0,65.67903639998985,,65.66044800000964,65.67903639998985,66.17825599998469,66.17825599998469,66.21177840000018,66.51124500000151,66.926999599993,right,2.0,1,1,0.7374861999996938,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
45,0.5,2.0,66.94375010000658,,66.92739209998399,66.94375010000658,67.44293889999972,67.44293889999972,67.4767179999908,67.77565120000509,68.29279489998589,right,2.0,0,0,0.8339914999960456,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
46,0.5,2.5,68.30884009998408,,68.29307139999582,68.30884009998408,68.84081490000244,68.84081490000244,68.84081490000244,69.17367670001113,69.49076469999272,right,2.5,1,1,0.6423807000101078,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
47,0.5,2.5,69.50619419998839,,69.4911737999937,69.50619419998839,70.03919640000095,70.03919640000095,70.03919640000095,70.37169430000358,70.6862237000023,right,2.5,1,1,0.6291873999871314,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
48,0.5,2.5,70.70428239999455,,70.68663360000937,70.70428239999455,71.2036822999944,71.2036822999944,71.23733569998876,71.5363451000012,72.28429449998657,right,2.5,1,1,1.066808100003982,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
49,0.5,2.0,72.30174639998586,,72.28472049999982,72.30174639998586,72.8010360999906,72.8010360999906,72.83463639998809,73.13390909999725,73.55128960000002,right,2.0,1,1,0.7148845999909099,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
50,0.5,2.0,73.56653790001292,,73.55181080001057,73.56653790001292,74.09907910000766,74.09907910000766,74.09907910000766,74.4320330999908,74.78230230000918,left,-2.0,1,1,0.6468591000011656,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
51,0.5,2.0,74.79762359999586,,74.78268139998545,74.79762359999586,75.33142709999811,75.33142709999811,75.33142709999811,75.66302050001104,76.07921830000123,left,-2.0,0,0,0.7129122000187635,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
52,0.5,2.5,76.09562489998643,,76.07956409998587,76.09562489998643,76.62917820000439,76.62917820000439,76.62917820000439,76.96198349999031,77.24287449999247,right,2.5,1,1,0.5790188999962993,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
53,0.5,2.5,77.26044169999659,,77.24318869999843,77.26044169999659,77.75966509999125,77.75966509999125,77.79300460001105,78.09279369999422,78.30860660001053,left,-2.5,1,1,0.5338356999855023,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
54,0.5,2.5,78.3255530000024,,78.30886479999754,78.3255530000024,78.84141900000395,78.84141900000395,78.84141900000395,79.17440079999506,79.45462129998486,right,2.5,1,1,0.5914533999748528,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
55,0.5,2.0,79.47366220000549,,79.45500990000437,79.47366220000549,79.9731172999891,79.9731172999891,80.00666700000875,80.30564099998446,80.82015119999414,left,-2.0,1,1,0.8141973000019789,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
56,0.5,2.0,80.83806909999112,,80.82051389999106,80.83806909999112,81.33745900000213,81.33745900000213,81.37164219998522,81.67013579999912,82.18460159999086,right,2.0,1,1,0.8143803999992087,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
57,0.5,2.0,82.20268640000722,,82.18484490000992,82.20268640000722,82.70239140000194,82.70239140000194,82.75101899998845,83.019461399992,83.39459340000758,right,2.0,1,1,0.6798402999993414,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
58,0.5,1.5,83.41620919998968,,83.39474749998772,83.41620919998968,83.91663379999227,83.91663379999227,83.95008360000793,84.24924599999213,84.99826520000352,right,1.5,1,1,1.0764031000144314,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
59,0.5,1.5,85.01485680000042,,84.99865769999451,85.01485680000042,85.51422479999019,85.51422479999019,85.54787670000223,85.84740309999324,86.36022490001051,left,-1.5,1,1,0.8130517000099644,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
60,0.5,1.5,86.37962669998524,,86.36052059999201,86.37962669998524,86.88010939999367,86.88010939999367,86.91178279998712,87.21127470000647,87.52813530000276,left,-1.5,0,0,0.6332676000020001,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
61,0.5,2.0,87.54446330000064,,87.52865150000434,87.54446330000064,88.0766556999879,88.0766556999879,88.0766556999879,88.40960660000565,88.95698310001171,right,2.0,1,1,0.8560050000087358,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
62,0.5,2.0,88.97503179998603,,88.95738229999552,88.97503179998603,89.47446160000982,89.47446160000982,89.507904099999,89.80705169998691,90.42697480000788,right,2.0,1,1,0.9373085999977775,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
63,0.5,2.0,90.4391415999853,,90.42724779999116,90.4391415999853,90.9722683999862,90.9722683999862,90.9722683999862,91.30466170000727,92.08476999998675,left,-2.0,1,1,1.0788143999816384,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
64,0.5,1.5,92.10351350001292,,92.08502950001275,92.10351350001292,92.60294770001201,92.60294770001201,92.6359034999914,92.93563180000638,93.68168420001166,left,-1.5,1,1,1.0623937999771442,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
65,0.5,1.5,93.70097189999069,,93.68194209999638,93.70097189999069,94.20013899999321,94.20013899999321,94.23376430000644,94.53274940000847,94.9147934000066,right,1.5,1,1,0.6923677999875508,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
66,0.5,1.5,94.93211180000799,,94.91517250001198,94.93211180000799,95.4315849999839,95.4315849999839,95.46471999998903,95.76399780000793,96.54615380000905,right,1.5,1,1,1.1054436000122223,482189,001,2024-09-09_10h56.18.481,adaptive_staircase,2024.1.5,None,2024-09-09 10h56.24.975969 +0530,
